"","conc.b","conc.a","fail.r","corr.b","corr.a","corr.theta","corr.ltheta.b","corr.ltheta.t","corr.ltheta.m","corr.ltheta.s","corr.ltheta.r","conc.a2"
"NEU_SRR1974830",1.03791834520998,-0.713276037788498,-2.30258509299405,-1.51963343490055,1,0.258721369150561,-3.38199901648577,3.02174850742202,6.49774562083987,-0.190993324803436,1.01313902317407,0.168637012308879
"NEU_SRR1974832",1.09248247232658,-0.613817231497572,-2.30258509299405,-1.44825204263557,1,0.228301045619838,-2.72982342825828,3.13887497967825,11.1463052673028,-0.170570929123083,5.64355368501439,0.138933382284405
"NEU_SRR1974835",-0.620394413890012,0.0248633985190431,-2.30258509299405,-1.21842674736854,1,0.201019666187192,-0.998937199809495,2.76643874305718,11.3150502806836,-0.236633061418928,20,0.0868198927343074
"NEU_SRR1974838",0.189653575251984,-0.338823950097013,-2.30258509299405,-1.43119070407001,1,0.242364374463322,-1.6416035187382,3.25430193810191,12.2482056251099,-0.163363976377052,10.8361113183239,0.116347568137826
"NEU_SRR1974841",1.4069884250608,-0.921332268071809,-2.30258509299405,-1.57507923120234,1,0.279213069676121,-3.16398602994878,3.27957107412779,5.18022189301322,-0.182037329260968,0.794469289962443,0.197600578284406
"NEU_SRR1974842",1.48534932740376,-0.909110735764704,-2.30258509299405,-1.45371278441922,1,0.423483163060975,-1.62394956594016,2.69990961641797,1.21334566427063,-1.03201849634535,0.1,0.222540833612695
"NEU_SRR1974843",-0.365239381536341,-0.46393602632206,-2.30258509299405,-1.21575683986539,1,0.19295245857166,-3.45873149470681,2.91786214595822,12.7154745667261,-0.163539742741719,6.05292205081903,0.120301431311877
"NEU_SRR1974844",-0.347345013934989,-0.0612458084199773,-2.30258509299405,-1.34898074017077,1,0.192703586604241,-0.908290627150378,2.62843878607763,9.17770408733415,-0.293692097401858,10.1255328454396,0.082685022662255
"NEU_SRR1974847",0.892580151630758,-0.808636199012206,-2.30258509299405,-1.61790531995912,1,0.189457588442978,-4.8870647178388,3.11081629020782,5.69723382447912,-0.18512463737664,0.487002069385322,0.158504586760134
"NEU_SRR1974848",1.34914099798964,-0.803587682625719,-2.30258509299405,-1.53042380112971,1,0.274478476322312,-2.74779877102916,3.67794887190934,10.7736820224708,-0.143274458858707,4.67456169914701,0.176787073414783
"NEU_SRR1974849",0.124801973024606,-0.592468102511603,-2.30258509299405,-1.61277607088712,1,0.217139653208507,-4.51312731538786,2.82543959128916,6.11831467473552,-0.20130083724261,0.54554722610019,0.175568095874981
"NEU_SRR1974853",1.38129756927637,-0.945021841184683,-2.30258509299405,-1.72723996422188,1,0.271898461869545,-2.83014601107418,3.09162400281893,4.49935386296251,-0.233608263598091,0.603154255290938,0.192843047311309
"NEU_SRR1974854",1.42215707321374,-0.98568617843625,-2.30258509299405,-1.63868744930272,1,0.247341791811128,-19.0941636151027,6.41609170666074,11.8124404461111,-0.0511084582888301,0.652067003752044,0.234650717136738
